cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,population,poor
BRA,2006,Latin America & Caribbean,LAC,Brazil,BRA,2006,national,,,,income,,,2.15,0.0826,0.0309,0.0169,0.0449,15.1976,8.4412,,,,,,,,,,,,,,,2.3274,188820682,7534.5416,4365.9097,FALSE,micro,survey,189012000,15612391.2
BRB,2006,Other High Income Countries,LCN,Barbados,BRB,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,275000,1447.60702033932
BRN,2006,Other High Income Countries,EAS,Brunei Darussalam,BRN,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,370000,1947.68944554745
BTN,2006,South Asia,SAS,Bhutan,BTN,2006,national,,,,consumption,,,2.15,0.2657,0.0702,0.0262,0.0898,4.3482,3.2434,,,,,,,,,,,,,,,20.4738,673260,1535.4279,517.6236,TRUE,micro,interpolation,672000,178550.4
BWA,2006,Sub-Saharan Africa,SSA,Botswana,BWA,2006,national,,,,consumption,,,2.15,0.2009,0.0668,0.0323,0.0972,11.4772,4.9453,,,,,,,,,,,,,,,5.0087,1928704,5700.0815,1809.2565,TRUE,micro,interpolation,1885000,378696.5
CAF,2006,Sub-Saharan Africa,SSA,Central African Republic,CAF,2006,national,,,,consumption,,,2.15,0.6547,0.3395,0.22,0.612,2.7645,1.5091,,,,,,,,,,,,,,,306.8083,4294352,447.8081,,TRUE,mixed,interpolation,4202000,2751049.4
CAN,2006,Other High Income Countries,OHI,Canada,CAN,2006,national,,,,income,,,2.15,0.0025,0.0015,9e-04,0.0022,57.2296,47.219,,,,,,,,,,,,,,,1.2867,32571174,41646.4146,22073.3405,FALSE,micro,survey,32646000,81615
CHE,2006,Other High Income Countries,OHI,Switzerland,CHE,2006,national,,,,income,,,2.15,5e-04,3e-04,2e-04,6e-04,71.8678,59.4649,,,,,,,,,,,,,,,1.3586,7483934,78893.8077,41686.2574,FALSE,micro,survey,7481000,3740.5
CHI,2006,Other High Income Countries,ECS,Channel Islands,CHI,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,156000,821.187982447033
CHL,2006,Latin America & Caribbean,LAC,Chile,CHL,2006,national,,,,income,,,2.15,0.0209,0.0066,0.0036,0.0082,15.4323,9.9767,,,,,,,,,,,,,,,478.9957,16334575,10727.1029,5870.2803,FALSE,micro,survey,16319000,341067.1
CHN-R,2006,East Asia & Pacific,EAP,China,CHN,2006,rural,,,,consumption,,,2.15,0.3452,0.0994,0.0385,0.1324,3.5494,2.7373,,,,,,,,,,,,,,,3.495,735901746,3800.766,1292.1611,TRUE,aggregate,interpolation,746114000,257558552.8
CHN-U,2006,East Asia & Pacific,EAP,China,CHN,2006,urban,,,,consumption,,,2.15,0.0312,0.0074,0.0034,0.0086,7.8082,6.3001,,,,,,,,,,,,,,,4.3185,575118254,3800.766,1292.1611,TRUE,aggregate,interpolation,583095000,18192564
CIV,2006,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2006,national,,,,consumption,,,2.15,0.3522,0.1198,0.0597,0.1755,3.9132,2.7837,,,,,,,,,,,,,,,247.1344,19394057,1523.2331,,TRUE,micro,interpolation,18700000,6586140
CMR,2006,Sub-Saharan Africa,SSA,Cameroon,CMR,2006,national,,,,consumption,,,2.15,0.3037,0.0889,0.0351,0.1151,4.4815,3.1103,,,,,,,,,,,,,,,236.9115,17751333,1262.8719,897.2556,TRUE,micro,interpolation,17899000,5435926.3
COD,2006,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2006,national,,,,consumption,,,2.15,0.8964,0.5509,0.3806,1.006,1.1092,0.79,,,,,,,,,,,,,,,630.6055,58381630,359.4281,297.5775,TRUE,micro,interpolation,56543000,50685145.2
COG,2006,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2006,national,,,,consumption,,,2.15,0.4432,0.1681,0.0841,0.2428,3.7679,2.4109,,,,,,,,,,,,,,,285.9693,3813323,2228.5855,784.1036,TRUE,micro,interpolation,3843000,1703217.6
COL,2006,Latin America & Caribbean,LAC,Colombia,COL,2006,national,,,,income,,,2.15,0.1062,0.0389,0.0213,0.0568,11.7033,6.625,,,,,,,,,,,,,,,1419.3743,42772910,4685.0546,3163.1313,TRUE,micro,interpolation,43836000,4655383.2
COM,2006,Sub-Saharan Africa,SSA,Comoros,COM,2006,national,,,,consumption,,,2.15,0.161,0.0481,0.0207,0.066,8.231,4.5816,,,,,,,,,,,,,,,213.5182,604658,1227.4829,1161.754,TRUE,micro,interpolation,627000,100947
CPV,2006,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2006,national,,,,consumption,,,2.15,0.1277,0.0336,0.0132,0.0443,7.8852,4.9631,,,,,,,,,,,,,,,47.6121,498884,2639.9627,,TRUE,micro,interpolation,480000,61296
CRI,2006,Latin America & Caribbean,LAC,Costa Rica,CRI,2006,national,,,,income,,,2.15,0.0334,0.013,0.0077,0.0165,18.5311,11.7262,,,,,,,,,,,,,,,372.6693,4378172,9041.3868,5394.9271,FALSE,micro,survey,4309000,143920.6
CUB,2006,Latin America & Caribbean,LCN,Cuba,CUB,,,,,,,,,,0.0844629191507582,,,,,,,,,,,,,,,,,,,,,,,,,,regional,11296000,954093.134726965
CUW,2006,Other High Income Countries,LCN,Curacao,CUW,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,132000,694.851369762874
CYM,2006,Other High Income Countries,LCN,Cayman Islands,CYM,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,50000,263.201276425331
CYP,2006,Other High Income Countries,OHI,Cyprus,CYP,2006,national,,,,income,,,2.15,2e-04,2.6091e-06,3.7405e-08,2.628e-06,52.6882,43.8093,,,,,,,,,,,,,,,0.6682,1055438,26395.4004,16595.3555,FALSE,micro,survey,1045000,209
CZE,2006,Europe & Central Asia,ECA,Czech Republic,CZE,2006,national,,,,income,,,2.15,7e-04,2e-04,1e-04,3e-04,29.117,25.765,,,,,,,,,,,,,,,13.6514,10238905,15948.7453,7583.1163,FALSE,micro,survey,10299000,7209.3
DEU,2006,Other High Income Countries,OHI,Germany,DEU,2006,national,,,,income,,,2.15,0,0,0,0,57.2001,47.7355,,,,,,,,,,,,,,,0.7872,82376451,36699.4468,20057.1911,FALSE,micro,survey,81540000,0
DJI,2006,Middle East & North Africa,MNA,Djibouti,DJI,2006,national,,,,consumption,,,2.15,0.2217,0.0773,0.0403,0.1212,5.003,3.6851,,,,,,,,,,,,,,,104.7365,846947,1734.6254,,TRUE,micro,interpolation,797000,176694.9
DMA,2006,Latin America & Caribbean,LCN,Dominica,DMA,,,,,,,,,,0.0844629191507582,,,,,,,,,,,,,,,,,,,,,,,,,,regional,70000,5912.40434055307
DNK,2006,Other High Income Countries,OHI,Denmark,DNK,2006,national,,,,income,,,2.15,0.0014,4e-04,1e-04,5e-04,54.579,48.1794,,,,,,,,,,,,,,,7.891,5437272,53687.4415,25257.8122,FALSE,micro,survey,5444000,7621.6
DOM,2006,Latin America & Caribbean,LAC,Dominican Republic,DOM,2006,national,,,,income,,,2.15,0.0626,0.0174,0.0077,0.0233,12.9989,7.7356,,,,,,,,,,,,,,,24.3906,9284168,4971.2382,3544.6761,FALSE,micro,survey,9371000,586624.6
DZA,2006,Middle East & North Africa,MNA,Algeria,DZA,2006,national,,,,consumption,,,2.15,0.018,0.0039,0.0017,0.0046,7.862,6.695,,,,,,,,,,,,,,,38.2097,33435080,3783.313,1274.579,TRUE,group,interpolation,33778000,608004
ECU,2006,Latin America & Caribbean,LAC,Ecuador,ECU,2006,national,,,,income,,,2.15,0.0815,0.0285,0.0149,0.0416,12.5048,7.5061,,,,,,,,,,,,,,,0.5745,14009061,5041.3338,3221.2765,FALSE,micro,survey,13968000,1138392
EGY,2006,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2006,national,,,,consumption,,,2.15,0.0302,0.0043,0.001,0.005,5.8784,4.7245,,,,,,,,,,,,,,,4.8435,80629670,2903.618,2219.045,TRUE,micro,interpolation,78159000,2360401.8
ERI,2006,Sub-Saharan Africa,SSF,Eritrea,ERI,,,,,,,,,,0.472824359792659,,,,,,,,,,,,,,,,,,,,,,,,,,regional,4066000,1922503.84691695
ESP,2006,Other High Income Countries,OHI,Spain,ESP,2006,national,,,,income,,,2.15,0.0077,0.0062,0.0058,0.0058,40.3065,34.361,,,,,,,,,,,,,,,0.7029,44397319,26762.2673,16536.0391,FALSE,micro,survey,44725000,344382.5
EST,2006,Europe & Central Asia,ECA,Estonia,EST,2006,national,,,,income,,,2.15,0.0082,0.0045,0.0036,0.0059,23.0015,18.6604,,,,,,,,,,,,,,,0.5964,1346810,16155.2074,8192.3944,FALSE,micro,survey,1350000,11070
ETH,2006,Sub-Saharan Africa,SSA,Ethiopia,ETH,2006,national,,,,consumption,,,2.15,0.3374,0.0779,0.0268,0.0976,3.1795,2.6603,,,,,,,,,,,,,,,8.4964,79691050,342.8823,,TRUE,micro,interpolation,78851000,26604327.4
FIN,2006,Other High Income Countries,OHI,Finland,FIN,2006,national,,,,income,,,2.15,8e-04,7e-04,6e-04,7e-04,50.3921,43.4544,,,,,,,,,,,,,,,0.9333,5266268,44074.0309,21886.5878,FALSE,micro,survey,5277000,4221.6
FJI,2006,East Asia & Pacific,EAP,Fiji,FJI,2006,national,,,,consumption,,,2.15,0.0114,0.0017,4e-04,0.0019,10.8563,7.9202,,,,,,,,,,,,,,,0.9859,883083,4330.8276,,TRUE,micro,interpolation,828000,9439.2
FRA,2006,Other High Income Countries,OHI,France,FRA,2006,national,,,,income,,,2.15,3e-04,2e-04,1e-04,4e-04,46.8137,40.2297,,,,,,,,,,,,,,,0.8354,63628261,35821.872,19072.3931,FALSE,micro,survey,61592000,18477.6
FRO,2006,Other High Income Countries,ECS,Faroe Islands,FRO,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,48000,252.673225368318
FSM,2006,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2006,national,,,,consumption,,,2.15,0.0946,0.0235,0.0092,0.0315,7.7089,5.6917,,,,,,,,,,,,,,,0.9772,110301,2897.9353,,TRUE,micro,interpolation,106000,10027.6
GAB,2006,Sub-Saharan Africa,SSA,Gabon,GAB,2006,national,,,,consumption,,,2.15,0.065,0.0145,0.0053,0.0187,8.5902,6.1783,,,,,,,,,,,,,,,319.1603,1502534,6750.0508,2216.0339,TRUE,micro,interpolation,1445000,93925
GBR,2006,Other High Income Countries,OHI,United Kingdom,GBR,2006,national,,,,income,,,2.15,0.0023,0.0018,0.0014,0.0035,53.0713,42.3131,,,,,,,,,,,,,,,0.7797,60846820,43652.0947,27752.8884,FALSE,micro,survey,60803000,139846.9
GEO,2006,Europe & Central Asia,ECA,Georgia,GEO,2006,national,,,,consumption,,,2.15,0.1259,0.0385,0.0181,0.0559,5.7905,4.6232,,,,,,,,,,,,,,,0.9247,3880347,2563.496,,FALSE,micro,survey,4439000,558870.1
GHA,2006,Sub-Saharan Africa,SSA,Ghana,GHA,2006,national,,,,consumption,,,2.15,0.4189,0.1582,0.0819,0.2362,3.4388,2.5034,,,,,,,,,,,,,,,1.751,23098586,1181.5591,818.937,TRUE,micro,interpolation,22114000,9263554.6
GIB,2006,Other High Income Countries,ECS,Gibraltar,GIB,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,32000,168.448816912212
GIN,2006,Sub-Saharan Africa,SSA,Guinea,GIN,2006,national,,,,consumption,,,2.15,0.5123,0.1848,0.0899,0.2645,2.8983,2.1049,,,,,,,,,,,,,,,3446.9322,9330625,653.1194,623.5223,TRUE,micro,interpolation,9881000,5062036.3
GMB,2006,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2006,national,,,,consumption,,,2.15,0.4565,0.1771,0.0915,0.2643,3.4973,2.3472,,,,,,,,,,,,,,,15.1142,1711294,638.0769,538.1713,TRUE,micro,interpolation,1491000,680641.5
GNB,2006,Sub-Saharan Africa,SSA,Guinea-Bissau,GNB,2006,national,,,,consumption,,,2.15,0.5997,0.2433,0.1296,0.3707,2.5911,1.8087,,,,,,,,,,,,,,,232.1995,1414091,547.2322,485.1428,TRUE,micro,interpolation,1413000,847376.1
GNQ,2006,Sub-Saharan Africa,SSF,Equatorial Guinea,GNQ,,,,,,,,,,0.472824359792659,,,,,,,,,,,,,,,,,,,,,,,,,,regional,792000,374476.892955786
GRC,2006,Other High Income Countries,OHI,Greece,GRC,2006,national,,,,income,,,2.15,0.0055,0.0033,0.0027,0.0017,38.9631,32.5053,,,,,,,,,,,,,,,0.6463,11020362,23369.2517,15077.7159,FALSE,micro,survey,11338000,62359
GRD,2006,Latin America & Caribbean,LCN,Grenada,GRD,,,,,,,,,,0.0844629191507582,,,,,,,,,,,,,,,,,,,,,,,,,,regional,103000,8699.68067252809
GRL,2006,Other High Income Countries,ECS,Greenland,GRL,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,57000,300.049455124877
GTM,2006,Latin America & Caribbean,LAC,Guatemala,GTM,2006,national,,,,income,,,2.15,0.1165,0.0394,0.0194,0.057,12.0755,7.0867,,,,,,,,,,,,,,,4.4033,13213330,3427.6716,2871.2075,FALSE,micro,survey,13397000,1560750.5
GUM,2006,Other High Income Countries,EAS,Guam,GUM,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,159000,836.980059032553
GUY,2006,Latin America & Caribbean,LAC,Guyana,GUY,2006,national,,,,income,,,2.15,0.1052,0.0537,0.0388,0.1339,9.1214,6.5822,,,,,,,,,,,,,,,115.6263,758367,4080.0091,,TRUE,micro,extrapolation,750000,78900
HKG,2006,Other High Income Countries,EAS,"Hong Kong SAR, China",HKG,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,6860000,36111.2151255554
HND,2006,Latin America & Caribbean,LAC,Honduras,HND,2006,national,,,,income,,,2.15,0.2114,0.0992,0.0618,0.1709,10.2524,5.7078,,,,,,,,,,,,,,,10.8388,7745200,2033.0711,1551.1626,FALSE,micro,survey,7542000,1594378.8
HRV,2006,Europe & Central Asia,ECA,Croatia,HRV,2006,national,,,,consumption,,,2.15,0,0,0,0,32.2023,26.7005,,,,,,,,,,,,,,,3.8147,4311159,12086.8074,7414.3436,TRUE,micro,interpolation,4370000,0
HTI,2006,Latin America & Caribbean,LAC,Haiti,HTI,2006,national,,,,income,,,2.15,0.642,0.3561,0.2423,0.6849,2.9643,1.4806,,,,,,,,,,,,,,,31.1029,9266288,1307.7342,1263.3995,TRUE,micro,interpolation,9410000,6041220
HUN,2006,Europe & Central Asia,ECA,Hungary,HUN,2006,national,,,,consumption,,,2.15,0,0,0,0,17.7375,15.3355,,,,,,,,,,,,,,,147.3767,10071370,11741.9477,6338.3366,FALSE,micro,survey,10056000,0
IDN-R,2006,East Asia & Pacific,EAP,Indonesia,IDN,2006,rural,,,,consumption,,,2.15,0.431,0.1104,0.0408,0.1411,2.7484,2.3268,,,,,,,,,,,,,,,4746.8516,123459946,2264.9357,1360.7784,FALSE,micro,survey,122417000,52761727
IDN-U,2006,East Asia & Pacific,EAP,Indonesia,IDN,2006,urban,,,,consumption,,,2.15,0.1633,0.0345,0.0112,0.0425,4.6452,3.5593,,,,,,,,,,,,,,,5098.1961,108337481,2264.9357,1360.7784,FALSE,micro,survey,107421000,17541849.3
IMN,2006,Other High Income Countries,ECS,Isle of Man,IMN,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,77000,405.32996569501
IND-R,2006,South Asia,SAS,India,IND,2006,rural,,,,consumption,,,2.15,0.4316,0.1042,0.0357,0.13,2.834,2.3191,,,,,,,,,,,,,,,17.092,825714583,993.4412,599.0958,TRUE,micro,interpolation,818388000,353216260.8
IND-U,2006,South Asia,SAS,India,IND,2006,urban,,,,consumption,,,2.15,0.2492,0.0587,0.0199,0.0731,4.3011,3.2111,,,,,,,,,,,,,,,20.7873,346659205,993.4412,599.0958,TRUE,micro,interpolation,343590000,85622628
IRL,2006,Other High Income Countries,OHI,Ireland,IRL,2006,national,,,,income,,,2.15,0.004,0.0011,6e-04,6e-04,50.6286,41.6981,,,,,,,,,,,,,,,0.9707,4273591,51049.055,21284.3039,FALSE,micro,survey,4304000,17216
IRN,2006,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2006,national,,,,consumption,,,2.15,0.009,0.0017,5e-04,0.0021,16.8691,11.6318,,,,,,,,,,,,,,,13944.9043,71275760,4873.4862,2565.7032,TRUE,micro,interpolation,71227000,641043
IRQ,2006,Middle East & North Africa,MNA,Iraq,IRQ,2006,national,,,,consumption,,,2.15,4e-04,0,3.7304e-06,0,10.4315,8.8969,,,,,,,,,,,,,,,586.4968,28905607,3437.3634,,TRUE,micro,extrapolation,27697000,11078.8
ISL,2006,Other High Income Countries,OHI,Iceland,ISL,2006,national,,,,income,,,2.15,0.0015,8e-04,6e-04,0.0018,58.2372,48.3502,,,,,,,,,,,,,,,155.6479,303782,50731.6907,29198.3055,FALSE,micro,survey,3e+05,450
ISR,2006,Other High Income Countries,OHI,Israel,ISR,2006,national,,,,income,,,2.15,0.0022,0.0011,5e-04,0.0015,29.4427,22.8652,,,,,,,,,,,,,,,4.2066,7053700,30605.156,16489.7886,FALSE,micro,survey,6755000,14861
ITA,2006,Other High Income Countries,OHI,Italy,ITA,2006,national,,,,income,,,2.15,0.0065,0.005,0.0045,0.002,49.1603,41.7553,,,,,,,,,,,,,,,0.7672,58143979,33751.7,20105.4937,FALSE,micro,survey,59079000,384013.5
JAM,2006,Latin America & Caribbean,LAC,Jamaica,JAM,2006,national,,,,consumption,,,2.15,0.0102,0.0023,7e-04,0.0028,15.636,10.2305,,,,,,,,,,,,,,,70.3916,2689660,5386.3785,,TRUE,micro,extrapolation,2760000,28152
JOR,2006,Middle East & North Africa,MNA,Jordan,JOR,2006,national,,,,consumption,,,2.15,9e-04,1e-04,0,1e-04,15.0625,11.8837,,,,,,,,,,,,,,,0.3292,6075548,4453.6538,,TRUE,micro,interpolation,5934000,5340.6
JPN,2006,Other High Income Countries,OHI,Japan,JPN,2006,national,,,,income,,,2.15,0.0048,0.002,0.0012,0.0032,43.2031,36.6639,,,,,,,,,,,,,,,113.0232,127854000,33531.5186,18642.9047,TRUE,micro,extrapolation,128433000,616478.4
KAZ,2006,Europe & Central Asia,ECA,Kazakhstan,KAZ,2006,national,,,,consumption,,,2.15,0.0101,0.0016,4e-04,0.0019,8.2119,6.7939,,,,,,,,,,,,,,,125.2634,15308085,7837.628,3452.7296,FALSE,micro,survey,15691000,158479.1
KEN,2006,Sub-Saharan Africa,SSA,Kenya,KEN,2006,national,,,,consumption,,,2.15,0.3617,0.1266,0.0625,0.1866,4.1567,2.7794,,,,,,,,,,,,,,,41.6348,36925253,1262.8147,982.3402,TRUE,micro,interpolation,37052000,13401708.4
KGZ,2006,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2006,national,,,,consumption,,,2.15,0.0837,0.0148,0.0041,0.0176,6.0242,4.4947,,,,,,,,,,,,,,,19.3727,5218400,837.1337,849.1617,FALSE,micro,survey,5127000,429129.9
KHM,2006,East Asia & Pacific,EAS,Cambodia,KHM,,,,,,,,,,0.210461707961152,,,,,,,,,,,,,,,,,,,,,,,,,,regional,13475000,2835971.51477653
KIR,2006,East Asia & Pacific,EAP,Kiribati,KIR,2006,national,,,,consumption,,,2.15,0.1403,0.0368,0.0145,0.0486,5.5492,4.4459,,,,,,,,,,,,,,,0.981,100083,1411.1225,1241.3282,FALSE,micro,survey,95000,13328.5
KNA,2006,Other High Income Countries,LCN,St. Kitts and Nevis,KNA,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,50000,263.201276425331
KOR,2006,Other High Income Countries,OHI,"Korea, Rep.",KOR,2006,national,,,,income,,,2.15,0.0025,0.0017,0.0011,0.0028,35.7352,31.0065,,,,,,,,,,,,,,,974.2056,48438292,22192.1851,11823.1153,FALSE,micro,survey,48896000,122240
KWT,2006,Other High Income Countries,MEA,Kuwait,KWT,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,2377000,12512.5886812602
LAO,2006,East Asia & Pacific,EAP,Lao PDR,LAO,2006,national,,,,consumption,,,2.15,0.1951,0.0419,0.014,0.0522,4.1972,3.2476,,,,,,,,,,,,,,,3133.8118,5946593,1231.519,882.7285,TRUE,micro,interpolation,5849000,1141139.9
LBN,2006,Middle East & North Africa,MNA,Lebanon,LBN,2006,national,,,,consumption,,,2.15,0,0,0,0,22.3126,18.9284,,,,,,,,,,,,,,,761.8333,4719864,6740.7419,5626.957,TRUE,micro,extrapolation,4057000,0
LBR,2006,Sub-Saharan Africa,SSA,Liberia,LBR,2006,national,,,,consumption,,,2.15,0.5627,0.2098,0.1081,0.318,2.4422,1.9772,,,,,,,,,,,,,,,47.996,3455397,557.0246,,TRUE,micro,extrapolation,3376000,1899675.2
LBY,2006,Middle East & North Africa,MEA,Libya,LBY,,,,,,,,,,0.0260567574270349,,,,,,,,,,,,,,,,,,,,,,,,,,regional,5882000,153265.847185819
LCA,2006,Latin America & Caribbean,LAC,St. Lucia,LCA,2006,national,,,,income,,,2.15,0.0526,0.0224,0.0149,0.0295,15.7647,10.9023,,,,,,,,,,,,,,,2.0792,166470,10072.7171,,TRUE,mixed,interpolation,166000,8731.6
LIE,2006,Other High Income Countries,ECS,Liechtenstein,LIE,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,35000,184.240893497732
LKA,2006,South Asia,SAS,Sri Lanka,LKA,2006,national,,,,consumption,,,2.15,0.0592,0.0097,0.0025,0.0113,6.7672,4.8183,,,,,,,,,,,,,,,55.5009,19870706,2486.6476,1648.5305,TRUE,micro,interpolation,19670000,1164464
LSO,2006,Sub-Saharan Africa,SSA,Lesotho,LSO,2006,national,,,,consumption,,,2.15,0.5389,0.2658,0.167,0.4655,3.0012,1.9447,,,,,,,,,,,,,,,5.244,1976780,879.4736,659.5611,TRUE,micro,interpolation,1966000,1059477.4
LTU,2006,Europe & Central Asia,ECA,Lithuania,LTU,2006,national,,,,income,,,2.15,0.0152,0.0071,0.0046,0.0062,20.3467,16.6705,,,,,,,,,,,,,,,0.4884,3269909,10659.4002,6997.0582,FALSE,micro,survey,3304000,50220.8
LUX,2006,Other High Income Countries,OHI,Luxembourg,LUX,2006,national,,,,income,,,2.15,0,0,0,0,79.436,67.6514,,,,,,,,,,,,,,,0.9658,472637,105614.1799,33507.6569,FALSE,micro,survey,465000,0
LVA,2006,Europe & Central Asia,ECA,Latvia,LVA,2006,national,,,,income,,,2.15,0.0155,0.0084,0.0062,0.0118,18.9555,15.0049,,,,,,,,,,,,,,,0.5538,2218357,11895.2751,7234.7239,FALSE,micro,survey,2225000,34487.5
MAC,2006,Other High Income Countries,EAS,"Macao SAR, China",MAC,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,493000,2595.16458555376
,2006,Other High Income Countries,LCN,St. Martin (French part),MAF,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,
MAR,2006,Middle East & North Africa,MNA,Morocco,MAR,2006,national,,,,consumption,,,2.15,0.0464,0.0092,0.0029,0.0112,8.0386,5.7916,,,,,,,,,,,,,,,4.2908,30833022,2484.9744,1431.5502,TRUE,micro,interpolation,30869000,1432321.6
MCO,2006,Other High Income Countries,ECS,Monaco,MCO,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,34000,178.976867969225
MDA,2006,Europe & Central Asia,ECA,Moldova,MDA,2006,national,,,,consumption,,,2.15,0.0196,0.0046,0.002,0.0071,9.727,7.8198,,,,,,,,,,,,,,,6.3825,2880967,2017.4426,1779.2761,FALSE,micro,survey,4145000,81242
MDG,2006,Sub-Saharan Africa,SSA,Madagascar,MDG,2006,national,,,,consumption,,,2.15,0.7447,0.3333,0.1825,0.5062,1.9431,1.3974,,,,,,,,,,,,,,,962.9596,19350299,470.6186,356.7899,TRUE,micro,interpolation,18881000,14060680.7
MDV,2006,South Asia,SAS,Maldives,MDV,2006,national,,,,consumption,,,2.15,0.0371,0.0073,0.0021,0.0087,8.6892,6.5094,,,,,,,,,,,,,,,9.7936,314401,8447.1453,,TRUE,micro,interpolation,327000,12131.7
MEX,2006,Latin America & Caribbean,LAC,Mexico,MEX,2006,national,,,,income,,,2.15,0.0415,0.0122,0.0057,0.0168,13.7553,8.7922,,,,,,,,,,,,,,,9.8615,106886790,9200.4219,6335.4529,FALSE,micro,survey,110092000,4568818
MHL,2006,East Asia & Pacific,EAP,Marshall Islands,MHL,2006,national,,,,consumption,,,2.15,0.0345,0.0067,0.0022,0.0082,8.2648,6.568,,,,,,,,,,,,,,,1.0292,54208,3169.3702,2743.0947,TRUE,micro,extrapolation,52000,1794
MKD,2006,Europe & Central Asia,ECA,North Macedonia,MKD,2006,national,,,,consumption,,,2.15,0.0284,0.0062,0.0019,0.0075,13.7019,9.8588,,,,,,,,,,,,,,,22.1667,2040228,3779.6767,2882.7963,FALSE,micro,survey,2063000,58589.2
MLI,2006,Sub-Saharan Africa,SSA,Mali,MLI,2006,national,,,,consumption,,,2.15,0.4975,0.1714,0.0815,0.2422,2.9157,2.1575,,,,,,,,,,,,,,,205.2734,13623541,675.1889,438.5551,TRUE,micro,interpolation,13227000,6580432.5
MLT,2006,Other High Income Countries,OHI,Malta,MLT,2006,national,,,,income,,,2.15,0.0051,0.0018,0.001,0.0029,34.6697,30.9348,,,,,,,,,,,,,,,0.6281,405308,18521.6285,11396.3038,FALSE,micro,survey,408000,2080.8
MMR,2006,East Asia & Pacific,EAP,Myanmar,MMR,2006,national,,,,consumption,,,2.15,0.4028,0.114,0.0466,0.1515,3.2923,2.4473,,,,,,,,,,,,,,,389.8429,48088274,643.6264,,TRUE,micro,extrapolation,48846000,19675168.8
MNE,2006,Europe & Central Asia,ECA,Montenegro,MNE,2006,national,,,,consumption,,,2.15,0,0,0,0,15.0719,12.9225,,,,,,,,,,,,,,,0.4187,615025,5435.8837,4656.2965,FALSE,micro,survey,618000,0
MNG,2006,East Asia & Pacific,EAP,Mongolia,MNG,2006,national,,,,consumption,,,2.15,0.0351,0.0063,0.0019,0.0077,7.4228,5.948,,,,,,,,,,,,,,,873.542,2581242,2197.6948,,TRUE,micro,interpolation,2558000,89785.8
MNP,2006,Other High Income Countries,EAS,Northern Mariana Islands,MNP,,,,,,,,,,0.00526402552850662,,,,,,,,,,,,,,,,,,,,,,,,,,regional,62000,326.36958276741
MOZ,2006,Sub-Saharan Africa,SSA,Mozambique,MOZ,2006,national,,,,consumption,,,2.15,0.7565,0.366,0.2161,0.5912,1.9697,1.3171,,,,,,,,,,,,,,,21.988,20735982,415.9961,292.1515,TRUE,micro,interpolation,21547000,16300305.5
MRT,2006,Sub-Saharan Africa,SSA,Mauritania,MRT,2006,national,,,,consumption,,,2.15,0.1098,0.0265,0.0098,0.0342,6.0745,4.6511,,,,,,,,,,,,,,,124.4526,3081229,1601.1428,863.7177,TRUE,micro,interpolation,3221000,353665.8
