cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
UKR,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,2.041,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
WSM,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,2.942,0.0426,0.0063,0.0016,0.0075,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
TON,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,2.744,0.036,0.0077,0.0025,0.0095,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
MKD,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,3.392,0.063,0.0237,0.0127,0.0365,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
MYS,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,3.591,0.0012,2e-04,1e-04,2e-04,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
NIC,2020,fpl_2019eq_fo_2020,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,2.444,0.0554,0.0135,0.005,0.0174,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
SLV,2020,fpl_2019eq_fo_2020,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,3.085,0.0406,0.0099,0.0036,0.0126,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
BLR,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Belarus,BLR,2019,national,,,,consumption,,,5.593,0.0052,7e-04,1e-04,7e-04,19.1325,17.1343,,,,,,,,,,,,,,,6165.2094,9419758,6267.7658,3425.8628,FALSE,micro,survey
SWZ,2020,fpl_2019eq_fo_2020,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.553,0.4138,0.1586,0.0802,0.231,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
DJI,2020,fpl_2019eq_fo_2020,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,3.057,0.3205,0.1146,0.0585,0.1714,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
SRB,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,5.177,0.0434,0.0087,0.0027,0.0106,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
GUY,2020,fpl_2019eq_fo_2020,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,3.091,0.0944,0.05,0.0366,0.126,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
CHN-R,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.402,4e-04,1e-04,1e-04,1e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
ROU,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,2.168,0.0217,0.0077,0.0046,0.0072,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
TJK,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.74,0.0755,0.0184,0.0069,0.0239,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
MDA,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,10.323,0.4806,0.1207,0.0433,0.1523,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
VNM,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,2.328,0.0111,0.0021,6e-04,0.0025,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
GEO,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,3.458,0.1642,0.0449,0.0185,0.06,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
JOR,2020,fpl_2019eq_fo_2020,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.772,0.1741,0.0361,0.0116,0.0444,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
NPL,2020,fpl_2019eq_fo_2020,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.866,0.019,0.0029,8e-04,0.0034,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
THA,2020,fpl_2019eq_fo_2020,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.748,0.0249,0.004,0.0012,0.0049,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
AFG,2020,fpl_2019eq_fo_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.525,0.6435,0.2343,0.1131,0.3342,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
SLE,2020,fpl_2019eq_fo_2020,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.24,0.2702,0.0631,0.0212,0.0781,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
TUR,2020,fpl_2019eq_fo_2020,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,5.629,0.0794,0.0204,0.0077,0.0263,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
IND-U,2020,fpl_2019eq_fo_2020,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.453,0.0234,0.0041,0.0012,0.0049,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2020,fpl_2019eq_fo_2020,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.627,0.1703,0.0413,0.0149,0.0525,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
ETH,2020,fpl_2019eq_fo_2020,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.641,0.2925,0.0827,0.0346,0.1103,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
IND-R,2020,fpl_2019eq_fo_2020,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.446,0.0203,0.0029,7e-04,0.0034,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
SDN,2020,fpl_2019eq_fo_2020,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.609,0.3669,0.0998,0.0396,0.1311,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BGD,2020,fpl_2019eq_fo_2020,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.213,0.125,0.0229,0.0065,0.0273,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
SYR,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,1.046,0.2359,0.0564,0.0196,0.0706,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
COD,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.55,0.4522,0.1685,0.0849,0.2462,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
MOZ,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.961,0.6717,0.3151,0.185,0.5146,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.899,0.575,0.2747,0.1662,0.4564,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ZWE,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,3.132,0.5781,0.2476,0.1324,0.3689,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BRA,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.896,0.1167,0.0496,0.0289,0.0745,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MEX,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,4.066,0.1156,0.0358,0.0167,0.0497,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
TZA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.455,0.1843,0.0402,0.0132,0.0497,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
KEN,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.261,0.3451,0.0985,0.0399,0.1301,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
EGY,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,2.877,0.0784,0.0135,0.0039,0.0164,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ZAF,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.653,0.2763,0.1017,0.0511,0.1483,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
YEM,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.47,0.6683,0.2591,0.1281,0.3707,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.466,0.2002,0.0519,0.02,0.0679,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
BDI,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.825,0.6297,0.2377,0.1169,0.3401,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
MDG,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.534,0.6471,0.2728,0.1474,0.415,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MWI,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.88,0.1553,0.0355,0.0121,0.0442,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
IRN,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.658,0.0572,0.0134,0.0049,0.0172,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
LKA,2021,fpl_2019eq_fo_2021,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.679,0.031,0.0046,0.0011,0.0054,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
NER,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.279,0.1526,0.031,0.0097,0.0379,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
TCD,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.526,0.1311,0.0284,0.0096,0.0353,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
ZMB,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.322,0.4256,0.1888,0.1071,0.2992,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
MMR,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.438,0.0221,0.0036,9e-04,0.0042,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
COL,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.887,0.0918,0.0337,0.0189,0.0463,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SSD,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.151,0.7197,0.3627,0.2232,0.6113,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
ARG,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.413,0.0996,0.0321,0.0154,0.0437,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
HTI,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,1.94,0.2126,0.0651,0.0289,0.09,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
TGO,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.134,0.2734,0.0812,0.0339,0.1085,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
PNG,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.269,0.1333,0.0395,0.0164,0.0525,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
GHA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.264,0.0859,0.0296,0.0147,0.044,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIN,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.56,0.217,0.0521,0.0189,0.0664,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BFA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.222,0.0585,0.01,0.0027,0.0118,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
PER,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,3.075,0.0687,0.02,0.0086,0.0274,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
RWA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.02,0.0811,0.017,0.0057,0.0212,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
CAF,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.439,0.7067,0.3432,0.2043,0.557,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
MLI,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.52,0.0375,0.0062,0.0017,0.0074,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
GTM,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,4.012,0.2462,0.0836,0.04,0.1195,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
COG,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.779,0.4135,0.1704,0.0918,0.258,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
PHL,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.509,0.0838,0.0157,0.0046,0.0189,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
LBR,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.824,0.6633,0.2657,0.136,0.3874,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
IDN-R,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.101,0.0519,0.0068,0.0015,0.0078,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
LBN,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,6.005,0.01,0.0011,2e-04,0.0013,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
IDN-U,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.739,0.0072,6e-04,1e-04,7e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
MRT,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.988,0.1318,0.0324,0.0124,0.042,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
CIV,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.489,0.0271,0.0047,0.0015,0.0058,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
HND,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.432,0.3356,0.1419,0.08,0.2206,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
JAM,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.349,0.177,0.0485,0.0196,0.0641,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
SEN,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.648,0.0293,0.0052,0.0016,0.0063,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
BOL,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,4.756,0.0825,0.0305,0.0157,0.0447,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
GMB,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.159,0.1518,0.0386,0.0148,0.05,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
ECU,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.109,0.0718,0.0236,0.0114,0.0333,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
FJI,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,5.484,0.3254,0.0862,0.0331,0.1112,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
GAB,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,3.706,0.0855,0.0258,0.0113,0.0354,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
LAO,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.232,0.0756,0.0128,0.0035,0.0152,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
TLS,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2.165,0.2234,0.0457,0.0139,0.0552,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
KAZ,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,4.049,0.0073,0.001,2e-04,0.0011,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
PRY,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.193,0.037,0.0084,0.003,0.0107,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
DZA,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.427,0.0046,0.0015,0.0011,0.0014,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNG,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,3.047,0.0296,0.0051,0.0014,0.006,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
SLB,2021,fpl_2019eq_fo_2021,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.152,0.0448,0.0092,0.0029,0.0113,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
IRQ,2021,fpl_2019eq_fo_2021,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,3.275,0.0083,0.001,2e-04,0.0012,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
CRI,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.622,0.0344,0.0108,0.0056,0.0144,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
SUR,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,3.748,0.1966,0.1486,0.1319,0.0796,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
LSO,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,1.139,0.11,0.0331,0.0143,0.045,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
RUS,2021,fpl_2019eq_fo_2021,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,6.352,0.031,0.0059,0.0018,0.0072,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
DOM,2021,fpl_2019eq_fo_2021,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,3.296,0.0275,0.0071,0.0031,0.0083,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
NAM,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.619,0.1113,0.0358,0.016,0.0492,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
BWA,2021,fpl_2019eq_fo_2021,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.248,0.1486,0.0398,0.0159,0.0524,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
